Pop_Code,Region,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,RosCount,AdultCount,RosDens,AdultDens,TotalDens,AvgRosWidth,AvgAdultHeight,AvgNLeaves,AvgNFruits,Herb,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
DWNYBG3_2011,NorthAm,5/14/11,40.86073,-73.87739,18,30,95,808,2,161.6,0.4,162,5.079347826,63.6,11.66666667,16,0.5,11.58127022,9.706326485,0.283036262,0.030091545,29.07099915,-5.222579956,34.2935791,12.27758694,0.421260774,22.44387245,0.418953091,1171,24.94569969,18.44980049,0.0765073,310.1629944,263.4581909,303.763092,264.6112976
DWSLP1,NorthAm,6/30/11,41.0465,-73.74968,102,100,85,403,7,89.55555556,1.555555556,91.11111111,5.99,45.5,7,6.428571429,0.142857143,10.6392622,10.33976936,0.296405196,0.030102875,28.37100029,-6.512899876,34.88389969,11.40899181,-0.53391695,21.41629982,-0.549878478,1224.000122,26.06340027,19.60519981,0.068247117,324.4558105,281.1661072,307.7831116,282.5385132
DWSRP1,NorthAm,6/28/11,41.03092,-73.84189,63,150,90,1089,0,217.8,0,217.8,2.094, , , , ,11.11501026,10.70775032,0.301024705,0.030436283,29.25810051,-6.312900066,35.57099915,12.00017548,-0.210723847,22.01543427,-0.228800774,1194.999878,25.40550041,18.67939949,0.077192456,315.8803101,267.1365967,309.0671082,268.589386
DWSRP2,NorthAm,6/28/11,41.02729,-73.84312,64,600,95,222,124,44.4,24.8,69.2,6.342666667, , ,7.451612903, ,11.11501026,10.70775032,0.301024705,0.030436283,29.25810051,-6.312900066,35.57099915,12.00017548,-0.210723847,22.01543427,-0.228800774,1194.999878,25.40550041,18.67939949,0.077192456,315.8803101,267.1365967,309.0671082,268.589386
DWTLR1,NorthAm,6/21/10,41.20712,-73.83465983,155.4,1500,60,1571,20,314.2,4,318.2,7.9206,56.06357143,7.785714286,17.85714286,0.343461026,10.61134243,11.25018215,0.309399635,0.030761115,29.15810013,-7.203229904,36.36132813,11.58526707,-0.821625412,21.5812645,-0.851817667,1186.999878,25.1352005,18.21730042,0.077019542,311.9823914,263.7947998,307.6657104,265.4782104
DWTLR1_2011,NorthAm,6/15/11,41.20691,-73.83512,91,700,80,2,650,0.4,130,130.4, ,63.72571429,8.838709677,8.666666667,0.577841597,10.61134243,11.25018215,0.309399635,0.030761115,29.15810013,-7.203229904,36.36132813,11.58526707,-0.821625412,21.5812645,-0.851817667,1186.999878,25.1352005,18.21730042,0.077019542,311.9823914,263.7947998,307.6657104,265.4782104
DWTLR2,NorthAm,5/25/10,41.20407,-73.82627983,153.9,1000,65,1019,44,203.8,8.8,212.6,6.1232,41.40823529,11.64705882,8.558823529,0.042489645,10.1898613,11.0238533,0.307374656,0.030494705,28.37100029,-7.493549824,35.86455154,11.06071949,-1.13316381,21.05448914,-1.157586932,1212.000122,25.59889984,19.14150047,0.068586335,317.2745056,273.7782898,310.0439148,275.3349915
DWTLR2_2011,NorthAm,6/15/11,41.20382,-73.82631,225,500,90,210,150,42,30,72,5.083571429,50.55,8.566666667,7.636363636,0.285422719,10.1898613,11.0238533,0.307374656,0.030494705,28.37100029,-7.493549824,35.86455154,11.06071949,-1.13316381,21.05448914,-1.157586932,1212.000122,25.59889984,19.14150047,0.068586335,317.2745056,273.7782898,310.0439148,275.3349915
DWTLR3,NorthAm,5/25/10,41.21003,-73.83558722,121.9,10000,85,339,74,67.8,14.8,82.6,6.608367347,59.41205882,15.26470588,15.20588235,0.033423113,10.61134243,11.25018215,0.309399635,0.030761115,29.15810013,-7.203229904,36.36132813,11.58526707,-0.821625412,21.5812645,-0.851817667,1186.999878,25.1352005,18.21730042,0.077019542,311.9823914,263.7947998,307.6657104,265.4782104
DWTLR3_2011,NorthAm,7/14/11,41.20997,-73.83635,128,2000,95,510,28,102,5.6,107.6,6.96,58.83333333,9.142857143,11.77777778,0.317354466,10.61134243,11.25018215,0.309399635,0.030761115,29.15810013,-7.203229904,36.36132813,11.58526707,-0.821625412,21.5812645,-0.851817667,1186.999878,25.1352005,18.21730042,0.077019542,311.9823914,263.7947998,307.6657104,265.4782104
DWTMR1,NorthAm,7/6/11,41.25493,-73.79503,258,25,90,44,16,8.8,3.2,12,6.045833333, ,7,5.933333333,0,10.1898613,11.0238533,0.307374656,0.030494705,28.37100029,-7.493549824,35.86455154,11.06071949,-1.13316381,21.05448914,-1.157586932,1212.000122,25.59889984,19.14150047,0.068586335,317.2745056,273.7782898,310.0439148,275.3349915
EBIWA1,Europe,6/14/11,57.021,40.969,125,10,70,28,166,14,83,97,8.4,62,17.15,77.25,0,4.361829281,7.865543365,0.209614232,0.036796547,23.34000015,-14.18389988,37.52389908,16.98108292,-5.232010841,17.04820633,-8.94596386,620.0003052,19.12450027,6.443870068,0.298924059,213.8710938,96.17919922,212.5348053,111.8104095
EDSAN1,NorthAm,7/3/10,48.49166667,-123.3061111,43.7,30,65,50,54,10,10.8,20.8,9.17,42.03703704,7.851851852,9.666666667,0.265781269,8.466823902,8.569924395,0.398076514,0.016135243,20.99235286,-0.57064923,21.56300219,3.475380674,14.41021398,14.54398149,3.035717164,1530.405693,55.695373,8.647523889,0.533069129,674.0247856,137.4473981,141.4152684,637.3166826
EDSAN2,NorthAm,7/4/10,48.52333333,-123.375,78.2,600,60,2858,22,571.6,4.4,576,10.622,41.125,7.0625,5.75,0.160441468,9.436899185,7.911335945,0.400912315,0.014869203,20.70000076,0.966666996,19.73333359,4.641830444,14.73235416,14.99848652,4.318479538,961.0003052,37.4715004,4.547780037,0.647525191,465.5103149,72.26119232,78.13075256,433.7900085
EDSAN3,NorthAm,7/4/10,48.489167,-123.4062333,61,750,40,966,39,276,11.14285714,287.1428571,10.04285714,34.58333333,6.388888889,5.611111111,0.151146384,9.647277832,7.419144154,0.400890261,0.014010403,20.10000038,1.593330026,18.50667,5.095244408,14.59151459,14.84871101,4.792090416,822.999939,32.06800079,4.282430172,0.634395123,395.5985107,66.46533966,72.60334778,371.4356079
EDVIC1,NorthAm,7/3/10,48.473931,-123.345728,110,24,75,137,44,34.25,11,45.25,9.08974359,36.54827586,7.517241379,5.103448276,0.248535851,9.647277832,7.419144154,0.400890261,0.014010403,20.10000038,1.593330026,18.50667,5.095244408,14.59151459,14.84871101,4.792090416,822.999939,32.06800079,4.282430172,0.634395123,395.5985107,66.46533966,72.60334778,371.4356079
EFBDG1,Europe,6/25/11,45.7876438,11.7238498,120,6,75,0,0,0,0,0,8.5,48.4,9.6,10.6,0.295386905,12.46627045,9.467850685,0.317919314,0.025011327,28.29680061,-1.483870029,29.78067017,17.36998558,3.401215792,21.47419548,3.162754297,954.0003052,23.39999962,14.05189991,0.145460352,271.6064148,189.0108032,257.0638123,194.5968933
EFCC2,Europe,6/25/11,45.697008,11.69416,73,27,50,45,190,12.85714286,54.28571429,67.14285714,11.23076923,61.45833333,11.66666667,34.29166667,0.874293888,12.46627045,9.467850685,0.317919314,0.025011327,28.29680061,-1.483870029,29.78067017,17.36998558,3.401215792,21.47419548,3.162754297,954.0003052,23.39999962,14.05189991,0.145460352,271.6064148,189.0108032,257.0638123,194.5968933
EFCC3,Europe,6/29/11,45.709671,11.7164,88,6,70,29,44,11.6,17.6,29.2,8.705882353,67.88,15.32,28.52,0.491974361,12.46627045,9.467850685,0.317919314,0.025011327,28.29680061,-1.483870029,29.78067017,17.36998558,3.401215792,21.47419548,3.162754297,954.0003052,23.39999962,14.05189991,0.145460352,271.6064148,189.0108032,257.0638123,194.5968933
EGMUL1,Europe,6/9/09,47.83,7.567,211,230, ,89,71,19.77777778,15.77777778,35.55555556,5.833333333,74.57575758,12.57575758,22.78787879,0.230120186,9.865557671,8.372982025,0.333113611,0.021639206,24.18390083,-0.951613009,25.13551331,17.55377388,2.564888239,17.68664932,2.064696074,762,21.16239929,10.35480022,0.239034459,254.6717072,142.065094,249.3125,146.6212006
EHCAR1,NorthAm,6/22/11,37.712828,-89.247567,131,200,10,596,0,119.2,0,119.2,4.953, , , , ,13.16588211,12.36521816,0.329003066,0.030891977,31.59679985,-5.987100124,37.58390045,13.87239933,1.321478844,24.03268051,1.321478844,1126.000244,26.76280022,16.07550049,0.144285128,332.5560913,247.5646057,287.7459106,247.5646057
ERCAV1,NorthAm,7/12/11,46.494352,-63.39319,13,3100,50,139,1447,39.71428571,413.4285714,453.1428571,3.272727273,69.35294118,10.58823529,8.794117647,0.094003382,5.555338383,8.403385162,0.242014855,0.03188334,23.12260056,-11.60000038,34.72259903,-1.241356254,12.5774641,16.89652634,-6.008329391,1111.000244,26.69009972,18.94459915,0.123556398,332.1218872,250.4268036,255.4244995,296.9137878
FEDIE1,Europe,7/7/11,48.079,14.436,305,150,50,44,51,12.57142857,14.57142857,27.14285714,7.105263158,70.16,8.88,28.08,0.422374728,8.641283035,10.2349329,0.339376032,0.025141031,24.69680023,-5.461289883,30.15809059,17.27287674,-0.110856153,17.52151489,-0.559253454,904,28.42830086,10.78919983,0.33071214,341.0725098,157.0112,334.6495056,158.7299042
FEDIE2,Europe,7/7/11,48.09222222,14.44944444,302,500,50,0,35,0,7,7, ,107.2058824,11.55882353,56.11764706,0.259512045,8.641283035,10.2349329,0.339376032,0.025141031,24.69680023,-5.461289883,30.15809059,17.27287674,-0.110856153,17.52151489,-0.559253454,904,28.42830086,10.78919983,0.33071214,341.0725098,157.0112,334.6495056,158.7299042
FEDWG1,Europe,6/7/11,48.312,16.574,167,20000,70,2,47,0.4,9.4,9.8,5,49.05263158,5.605263158,13.26315789,0.797659327,10.04207993,9.655753136,0.324053466,0.025160844,26.12260056,-3.674190044,29.79678917,18.73297691,1.670472741,18.99861145,0.811318457,621.9998779,17.26810074,8.102999687,0.256745696,215.2978058,113.1561127,211.391098,115.2464676
FEKRS1,Europe,6/10/11,48.164,14.465,280,50,60,9,21,2,4.666666667,6.666666667,3.222222222,40.23809524,9.476190476,13.9047619,0.059024455,8.641283035,10.2349329,0.339376032,0.025141031,24.69680023,-5.461289883,30.15809059,17.27287674,-0.110856153,17.52151489,-0.559253454,904,28.42830086,10.78919983,0.33071214,341.0725098,157.0112,334.6495056,158.7299042
FEKRS2,Europe,6/10/11,48.124,14.429,347,300,65,500,95,100,19,119,6.22,35.09090909,8.590909091,24.13636364,0.101207126,8.641283035,10.2349329,0.339376032,0.025141031,24.69680023,-5.461289883,30.15809059,17.27287674,-0.110856153,17.52151489,-0.559253454,904,28.42830086,10.78919983,0.33071214,341.0725098,157.0112,334.6495056,158.7299042
FEKRS3,Europe,6/10/11,48.113,14.436,347,1000,60,8,32,1.6,6.4,8,5,46.1,9.333333333,15.6,0.008333333,8.641283035,10.2349329,0.339376032,0.025141031,24.69680023,-5.461289883,30.15809059,17.27287674,-0.110856153,17.52151489,-0.559253454,904,28.42830086,10.78919983,0.33071214,341.0725098,157.0112,334.6495056,158.7299042
FENLB1,Europe,7/8/11,48.3514,14.2386,564,1000,80,34,26,6.8,5.2,12,9.571428571,98.12,12,84.24,0.440333333,6.919403553,9.642306328,0.332604021,0.024555126,22.30970001,-6.680650234,28.99035072,15.26225662,-0.161688596,15.54389668,-2.002580881,1009.999878,29.82900047,13.74610043,0.273367465,360.2435913,197.2393036,355.0126953,205.6291046
FESTH1,Europe,6/7/11,48.307,16.637,165,1000,80,7,38,1.4,7.6,9,5.857142857,56.96551724,8,19.4137931,0.753822479,10.04207993,9.655753136,0.324053466,0.025160844,26.12260056,-3.674190044,29.79678917,18.73297691,1.670472741,18.99861145,0.811318457,621.9998779,17.26810074,8.102999687,0.256745696,215.2978058,113.1561127,211.391098,115.2464676
FETUL1,Europe,5/29/11,48.188,16.099,330,300,85,12,76,2.4,15.2,17.6,10.11111111,65.19444444,14,24.27777778,0.06115176,9.169855118,9.562718391,0.326192856,0.02485241,25.02260017,-4.293550014,29.31615067,17.72223091,0.57605499,17.99258041,0.093747191,661.9996948,19.29100037,7.915989876,0.293389201,238.1761932,115.3276901,233.3715973,117.9174423
FEVIE1,Europe,5/24/11,48.247,16.279,305,300,50,0,87,0,17.4,17.4, ,55.6,8.12,14.4,0.049046898,9.14896965,9.471284866,0.324287236,0.024761263,24.92259979,-4.28387022,29.20647049,17.68317413,0.571836174,17.95811462,0.126451418,660.0001221,18.60409927,8.378100395,0.265854508,230.6042023,119.7369995,226.0513,122.6727219
FEVIE2,Europe,5/24/11,48.236,16.289,285,1000,80,16,24,3.555555556,5.333333333,8.888888889,7.375,47,18.86363636,26.72727273,0.089007676,9.14896965,9.471284866,0.324287236,0.024761263,24.92259979,-4.28387022,29.20647049,17.68317413,0.571836174,17.95811462,0.126451418,660.0001221,18.60409927,8.378100395,0.265854508,230.6042023,119.7369995,226.0513,122.6727219
FEVIE3,Europe,5/24/11,48.237,16.266,295,300,50,9,25,2.25,6.25,8.5,7.333333333,77.78947368,15,28.94736842,0.042623166,9.14896965,9.471284866,0.324287236,0.024761263,24.92259979,-4.28387022,29.20647049,17.68317413,0.571836174,17.95811462,0.126451418,660.0001221,18.60409927,8.378100395,0.265854508,230.6042023,119.7369995,226.0513,122.6727219
FEVIE4,Europe,6/3/11,48.219,16.353,180,100,85,1,58,0.2,11.6,11.8,4,40.5,7.833333333,8.5,0.021179437,10.01236153,9.663682938,0.326404423,0.025000026,26.02260017,-3.583869934,29.60647011,18.34850883,1.314888477,18.93027306,0.867772937,621.9997559,17.22470093,8.126560211,0.247695565,213.0865936,114.7560806,208.5404968,117.8993301
FEVIE5,Europe,6/8/11,48.226,16.377,163,15000,45,4,60,0.8,12,12.8,11,60.12765957,8.212765957,20.21276596,0.18455215,10.01236153,9.663682938,0.326404423,0.025000026,26.02260017,-3.583869934,29.60647011,18.34850883,1.314888477,18.93027306,0.867772937,621.9997559,17.22470093,8.126560211,0.247695565,213.0865936,114.7560806,208.5404968,117.8993301
FVTER1,Europe,7/14/10,49.71736111,5.452194444,340,450,30,12,212,2.4,42.4,44.8,2.625,101.95,13.66666667,21.45238095,0.231949594,8.549412727,7.861325741,0.339227498,0.019967284,21.26129913,-1.912899971,23.17420006,1.989453554,10.09323215,15.67625237,1.413287401,1100.000244,28.13290024,16.92900085,0.137893721,333.5310059,244.0852051,256.9046936,324.7850952
GDAMI1,Europe,7/27/10,49.949,2.17,17,60,80,128,21,25.6,4.2,29.8,19.34210526,79.61538462,16.69230769,63.69230769,0.921019921,10.27944279,7.910169601,0.360028267,0.018009519,22.29999924,0.329032004,21.97096825,8.982507706,7.172207832,16.79610062,3.754021645,650.0001221,16.14150047,9.610520363,0.125417218,190.5012054,137.0475464,162.8092041,159.1271973
GDAMI2,Europe,7/28/10,49.883,2.345,27,40,0,123,251,24.6,50.2,74.8,14.3902439,110.9777778, ,116.2666667, ,10.23402309,7.951982975,0.358875275,0.018166304,22.38710022,0.229031995,22.1580677,8.889942169,7.116885185,16.79893112,3.65402174,650.9998169,15.90989971,9.795880318,0.119667709,188.4756012,137.0196228,163.9221039,158.8598022
GHWCH1,NorthAm,6/13/11,37.696039,-97.469991,399.5928,13,55,1278,0,284,0,284,9.548571429, , , , ,13.57097626,12.47678566,0.310966462,0.033226445,33.58390045,-6.538710117,40.12260818,23.01371193,1.112730026,25.54722214,1.112730026,785.9998169,26.39139938,4.295929909,0.458720356,306.3283997,75.70896149,278.4136047,75.70896149
GHWCH1_2012,NorthAm,5/29/12,37.696039,-97.469991,505.358,50,45,0,356,0,89,89, ,104.3714286,8.314285714,27.62857143,0.904232451,13.57097626,12.47678566,0.310966462,0.033226445,33.58390045,-6.538710117,40.12260818,23.01371193,1.112730026,25.54722214,1.112730026,785.9998169,26.39139938,4.295929909,0.458720356,306.3283997,75.70896149,278.4136047,75.70896149
GHWCH2,NorthAm,6/13/11,37.538895,-97.676284,415.1376,18000,45,242,17,48.4,3.4,51.8,10.67916667,79.38571429,29.35714286,38.92857143,0,13.84175587,13.00288773,0.318546832,0.033261441,34.37099838,-6.448390007,40.81938934,23.29874611,1.323920727,25.85191536,1.323920727,751.999939,25.01199913,4.296050072,0.446860373,287.7827148,73.23719788,263.2073059,73.23719788
GHWCH2_2012,NorthAm,5/29/12,37.538895,-97.676284,415.137,18000,75,136,12,30.22222222,2.666666667,32.88888889,10.125,86.27272727,23.90909091,27.36363636,0.160984152,13.84175587,13.00288773,0.318546832,0.033261441,34.37099838,-6.448390007,40.81938934,23.29874611,1.323920727,25.85191536,1.323920727,751.999939,25.01199913,4.296050072,0.446860373,287.7827148,73.23719788,263.2073059,73.23719788
GQMSC1,NorthAm,7/21/13,45.176393,-92.827555,300,750, ,42,165,8.4,33,41.4,5.182608696,63.9,10.69565217,8.260869565,0.255767827,6.627490044,11.65211773,0.256782383,0.0407014,28.16769981,-17.20969963,45.37739944,20.18067741,-8.939232826,20.25995827,-8.939232826,778.9995728,25.99580002,4.594480038,0.489488393,313.4453125,74.02404022,313.0674133,74.02404022
GQMSC2,NorthAm,7/21/13,45.173544,-92.83029,422,30, ,221,22,44.2,4.4,48.6,6.789583333,63.35263158,11.63157895,22.36842105,0.577157157,6.627490044,11.65211773,0.256782383,0.0407014,28.16769981,-17.20969963,45.37739944,20.18067741,-8.939232826,20.25995827,-8.939232826,778.9995728,25.99580002,4.594480038,0.489488393,313.4453125,74.02404022,313.0674133,74.02404022
GSIND1,NorthAm,5/24/11,39.82809,-86.18687,215,37,75,0,65,0,16.25,16.25, ,82.44444444, ,41.55555556, ,11.18722725,11.41786766,0.305290341,0.032333303,29.68390083,-7.71612978,37.40002823,20.45249557,-1.075920343,22.4835968,-1.075920343,1017.000183,25.82139969,13.83290005,0.17826125,310.4685974,202.6519928,295.9789124,202.6519928
GTEAP1,Europe,4/19/11,48.094807,-1.739277,22,5,20,1,295,0.2,59,59.2,45,98.1,8.46,39.08,0.113692724,11.33730984,8.318447113,0.394420147,0.016228929,23.10000038,2.009680033,21.09032059,6.941355228,11.44244194,17.3549881,5.53679657,706.0003052,17.30340004,10.47130013,0.167497441,218.5919037,147.9562073,161.4371033,197.0574951
GTEAP2,Europe,4/19/11,48.09606,-1.738255,23,8,30,1,145,0.2,29,29.2,20,89.62,11.56,22.16,0.158540043,11.33730984,8.318447113,0.394420147,0.016228929,23.10000038,2.009680033,21.09032059,6.941355228,11.44244194,17.3549881,5.53679657,706.0003052,17.30340004,10.47130013,0.167497441,218.5919037,147.9562073,161.4371033,197.0574951
HAHAL1,Europe,6/18/09,51.50085,11.930925,99.06,100,10,147,12,32.66666667,2.666666667,35.33333333,9.473684211,54,12.9,10.9,0.503770908,9.00347805,8.138250351,0.319632143,0.022474637,23.16130066,-2.299999952,25.4612999,16.82843399,1.532505751,17.13103867,1.00410831,492.0003052,14.18840027,6.44453001,0.283646613,174.9841003,87.62484741,172.920105,88.83123779
HMSFR1,Europe,7/30/10,46.79051389,7.158563889,633,60,90,0,191,0,76.4,76.4, ,113.6,7.56,22.48,0.386,7.68740797,8.560621262,0.327992767,0.021853192,21.79680061,-4.303229809,26.1000309,15.43883896,4.206860542,15.47022724,-0.200707689,1006.999512,25.82830048,15.69019985,0.128231332,294.3387146,215.8309937,294.1677856,243.0847931
HMSFR2,Europe,7/30/10,46.80194444,7.155927778,591,100,95,65,17,26,6.8,32.8,20.93333333,103.0769231,2.875,36.53846154,0.892857143,7.68740797,8.560621262,0.327992767,0.021853192,21.79680061,-4.303229809,26.1000309,15.43883896,4.206860542,15.47022724,-0.200707689,1006.999512,25.82830048,15.69019985,0.128231332,294.3387146,215.8309937,294.1677856,243.0847931
HVBER1,Europe,5/17/10,52.4141,13.18171667,52,140,85,4,143,0.8,28.6,29.4,5.75,56.16666667,10.85714286,12.02380952,0.023082011,9.186087608,8.231449127,0.303743392,0.023914255,23.84840012,-3.251610041,27.10000992,17.35655594,2.760050535,17.64638138,0.446422189,572,15.78170013,8.061719894,0.19533585,183.1045074,113.5179367,180.6376038,126.1476974
HVBER2,Europe,5/25/10,52.409396,13.185714,50,500,80,282,607,56.4,121.4,177.8,6.060606061,61.30612245,8.734693878,19.30612245,0.019794585,9.186087608,8.231449127,0.303743392,0.023914255,23.84840012,-3.251610041,27.10000992,17.35655594,2.760050535,17.64638138,0.446422189,572,15.78170013,8.061719894,0.19533585,183.1045074,113.5179367,180.6376038,126.1476974
HVKLE1,Europe,6/13/11,52.398992,13.218172,54,600,40,67,29,16.75,7.25,24,3.333333333,74.5625,22,31.875,0.134538542,9.186087608,8.231449127,0.303743392,0.023914255,23.84840012,-3.251610041,27.10000992,17.35655594,2.760050535,17.64638138,0.446422189,572,15.78170013,8.061719894,0.19533585,183.1045074,113.5179367,180.6376038,126.1476974
HVSTD1,Europe,6/24/11,52.397247,13.190242,39,10000,30,42,143,8.4,28.6,37,7.157894737,121.7073171,51.025,141.1,0.215890505,9.186087608,8.231449127,0.303743392,0.023914255,23.84840012,-3.251610041,27.10000992,17.35655594,2.760050535,17.64638138,0.446422189,572,15.78170013,8.061719894,0.19533585,183.1045074,113.5179367,180.6376038,126.1476974
IMPOTT1,NorthAm,6/24/10,45.450889,-75.67872,75.9,90,95,0,322,0,64.4,64.4, ,77.875,17,22.45833333,0.096707823,5.965011597,9.84502697,0.237839356,0.038314532,26.01939964,-15.37419987,41.39360046,18.63149452,-6.050433636,18.89452744,-8.5271492,864,19.33359909,12.44309998,0.134107172,246.7149963,172.8368988,245.8677063,186.7133942
IMPOTT2,NorthAm,6/17/11,45.452033,-75.668249,47,750,90,22,219,4.4,43.8,48.2,7.846153846,71.33333333,14.43243243,22.10810811,0.105991205,5.965011597,9.84502697,0.237839356,0.038314532,26.01939964,-15.37419987,41.39360046,18.63149452,-6.050433636,18.89452744,-8.5271492,864,19.33359909,12.44309998,0.134107172,246.7149963,172.8368988,245.8677063,186.7133942
JARI1,NorthAm,7/13/10,41.48,-71.52,20.7,300,70,702,16,140.4,3.2,143.6,2.524444444,102.45,0,75.78571429, ,9.943640709,9.835888863,0.301118225,0.028069112,26.32259941,-6.341939926,32.66453934,3.30448842,18.74751854,20.08945465,-0.375537694,1173.999878,27.46529961,18.23329926,0.107779644,326.8526917,254.603302,262.1972961,304.2849121
JBBLB2,NorthAm,6/1/11,38.90765,-75.05181667,0,206.8,70,262,84,52.4,16.8,69.2,7.276315789,63.39285714,10.77777778,31.32142857,0.147181766,12.81953546,10.9866563,0.325714418,0.028205354,29.84353246,-3.882213786,33.72574621,22.89776769,7.002631692,23.0444198,2.348237152,1093.351379,26.27417425,17.79756219,0.099061649,306.325338,250.5212343,305.2173549,256.446811
JBCHY1,NorthAm,5/24/11,38.94948333,-75.04693333,25.9,210,85,53,205,10.6,41,51.6,1.8125,44.60714286,7.857142857,13.58536585,0.148727453,12.78524737,10.99291349,0.325658571,0.028228827,29.82407069,-3.926622934,33.75069361,22.86941416,7.092698442,23.01848994,2.307215962,1094.520026,26.27485725,17.79475871,0.098962196,306.4527323,250.912442,305.3322839,256.8447683
JBHVA1,NorthAm,7/7/11,41.493391,-81.424055,343,814,60,840,55,168,11,179,4.3125,66.36428571,7.357142857,28.42857143,0.334558824,9.337631226,10.59915447,0.296038806,0.031323966,27.37100029,-8.43225956,35.8032608,18.72898293,-2.138771534,20.28665352,-2.36768198,996.9998779,22.55489922,12.90550041,0.140186906,285.3194885,198.0951996,280.0957031,201.7978973
JFWAS1,NorthAm,6/10/10,38.93795556,-77.078375,112,816,80,41,54,8.2,10.8,19,7.470588235,99.33333333,18.36666667,54.3,0.617263362,12.98917198,11.66285992,0.332580596,0.029144138,30.58390045,-4.483870029,35.0677681,23.34262276,2.093482733,23.49163055,2.093482733,1035.000122,23.8798008,16.36849976,0.105354793,293.0598145,226.8222961,292.4648132,226.8222961
JJGP1,NorthAm,7/5/11,44.937567,-71.3376,10,100,90,554,279,110.8,55.8,166.6,9.25,79.04347826,15.17391304,16.26086957,0.11388398,3.564553738,12.10526276,0.294785827,0.035451055,23.33230019,-17.7322998,41.0646019,15.5464859,-7.462539673,15.5464859,-9.611453056,1106,28.34420013,14.50640011,0.181404814,340.9177856,208.0603027,340.9177856,217.800293
JJPW1,NorthAm,7/5/11,44.950005,-69.9336,18,130,85,177,495,35.4,99,134.4,3.027027027,66.55319149,9.531914894,6.29787234,0.099224003,5.476523399,12.59829521,0.301046044,0.035155378,25.7451992,-16.10320091,41.84840012,2.327979803,-6.223756313,17.5333786,-7.667050838,1054.000122,24.6609993,14.98099995,0.11613252,290.3424988,217.8527069,280.8800049,231.2855988
JJWB1,NorthAm,7/5/11,44.959437,-71.53794,40,40,75,17,133,3.777777778,29.55555556,33.33333333,3.5,105.28125,19.25,17.46875,0.270043809,3.539535046,11.97189617,0.292365402,0.035558242,23.30649948,-17.64189911,40.94839859,15.53610992,-7.487201691,15.53610992,-9.682169914,1120,29.01849937,14.50559998,0.18737334,348.5802917,209.345993,348.5802917,224.3854065
JKCPH1,Europe,6/27/09,55.756307,12.503844,32,100,10,0,82,0,16.4,16.4, ,94.98,8.94,62.12,0.236426061,8.411588669,6.319312096,0.272535682,0.021559983,20.88710022,-2.299999952,23.18709946,15.61014748,3.18132782,16.26818466,0.936343729,626.9998169,15.57489967,7.601689816,0.199011236,192.1988068,114.4340515,188.1562042,134.8032074
JKCPH2,Europe,6/28/09,55.641471,12.523714,5,200,70,52,93,10.4,18.6,29,5.266666667,62.975,15.8,30.15,0.334951708,8.448485374,6.213306904,0.272513449,0.02144143,20.79999924,-2,22.79999924,15.60692215,3.280024529,16.2511158,1.024362922,605.0003052,15.11400032,7.601610184,0.196005687,185.3202972,111.1855469,181.8307953,130.1024933
JKFRS1,Europe,6/24/11,48.4013,11.7592,441,50,80,74,61,14.8,12.2,27,4,86.90909091,12.09090909,18.48484848,0.480387505,7.970499039,8.853408813,0.321640015,0.023595773,22.62260056,-4.90323019,27.52582932,15.93553162,0.211228117,16.23255157,-0.713318825,831.0001221,25.15439987,10.12409973,0.327274829,310.0393066,141.9710999,305.7417908,145.8074036
JKFRS2,Europe,6/24/11,48.4026,11.76106,441,42,50,29,76,5.8,15.2,21,4.473684211,77.72340426,9.638297872,39.9787234,0.273062192,7.970499039,8.853408813,0.321640015,0.023595773,22.62260056,-4.90323019,27.52582932,15.93553162,0.211228117,16.23255157,-0.713318825,831.0001221,25.15439987,10.12409973,0.327274829,310.0393066,141.9710999,305.7417908,145.8074036
JMBWR1,NorthAm,6/18/11,41.418617,-81.950123,22.6,5,40,161,32,32.2,6.4,38.6,10.97619048,49.2,8.266666667,7.333333333,0.397907648,10.07570553,10.610919,0.295541942,0.031494737,28.37100029,-7.532259941,35.90325928,20.18301392,-1.448386908,21.15199661,-1.673386931,923,21.1711998,12.44400024,0.145039663,267.2355957,185.2328949,263.4594116,186.9188995
JMMRB1,Europe,5/27/10,46.53,15.612,8,8,100,0,30,0,7.5,7.5, ,67.61904762,18.71428571,20.47619048,0.156894852,8.562811852,9.791023254,0.320102692,0.025416819,24.48390007,-6.10323,30.58712959,17.18421745,0.068176039,17.48148918,-0.792942703,1009.00061,27.9762001,10.8132,0.295638949,348.9721985,152.9651947,346.7235107,161.5686035
JMRRN1,NorthAm,6/18/11,41.431708,-81.848156,191,25,75,135,21,27,4.2,31.2,13.2195122,86.9,20.3,36.2,0.960692308,10.07570553,10.610919,0.295541942,0.031494737,28.37100029,-7.532259941,35.90325928,20.18301392,-1.448386908,21.15199661,-1.673386931,923,21.1711998,12.44400024,0.145039663,267.2355957,185.2328949,263.4594116,186.9188995
