GIFT_ID,PERIOD_START,PERIOD_END,GIFT,RECIPIENT_FIRST_NAME,RECIPIENT_LAST_NAME,RECIPIENT_TITLE,VALUE,DEPARTMENT,LOBBYIST_ID,LOBBYIST_FIRSTNAME,LOBBYIST_LASTNAME,CREATED_DATE
2144,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,George,Cronvich,Mr.,27,CHICAGO HOUSING AUTHORITY,15481,Lawrence,Pusateri,2014-01-15T00:00:00
2143,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Tamra,Collins,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00
2141,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Basket,Anna,Booth,Ms,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00
2243,2013-10-01T00:00:00,2013-12-31T00:00:00,Luncheon,Patrick,O'Connor,Alderman,50,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2014-01-20T00:00:00
2326,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Kathleen,Dickhut,Dep. Commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00
2721,2014-04-01T00:00:00,2014-06-30T00:00:00,none,None,None,None,0,BOARD OF EDUCATION,16381,Steven,Ginsberg,2014-07-22T00:00:00
2464,2014-01-01T00:00:00,2014-03-31T00:00:00,Meal,David,Spielfogel,Advisor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00
2463,2014-01-01T00:00:00,2014-03-31T00:00:00,Meal,Steve,Koch,Deputy Mayor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00
2461,2014-01-01T00:00:00,2014-03-31T00:00:00,Meal,Steve,Koch,Deputy Mayor,20,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00
2925,2014-07-01T00:00:00,2014-09-30T00:00:00,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Matthew,O'Shea,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00
2921,2014-07-01T00:00:00,2014-09-30T00:00:00,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Carrie,Austin,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00
3121,2014-10-01T00:00:00,2014-12-31T00:00:00,0,None,None,None,0,BUILDINGS,17181,John,Suzuki,2015-01-13T00:00:00
2701,2014-04-01T00:00:00,2014-06-30T00:00:00,Mug,Rosemarie,Andolino,Department of Aviation Commissioner,25,AVIATION,17345,Claire,Tinley,2014-07-21T00:00:00
3137,2014-10-01T00:00:00,2014-12-31T00:00:00,Lunch,Brendan,Reilly,Alderman,50,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2015-01-16T00:00:00
3139,2014-10-01T00:00:00,2014-12-31T00:00:00,Candy,Stinson,Edith,Adm. Asst.,15,FINANCE,17475,Constance,Zaio,2015-01-19T00:00:00
2763,2014-04-01T00:00:00,2014-06-30T00:00:00,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,20249,COURTNEY,NOTTAGE,2014-07-24T00:00:00
3108,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Chip,Hastings,Assistant Comissioner,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00
3107,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Anna,Booth,Analyst,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00
3103,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Barbara,Taylor,Developer Services,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00
3242,2015-01-01T00:00:00,2015-03-31T00:00:00,Breakfast,Regnar,Suarez,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
3243,2015-01-01T00:00:00,2015-03-31T00:00:00,Breakfast,Pat,Dowell,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
1102,2012-10-01T00:00:00,2012-12-31T00:00:00,candy,Edith,Stinson,Staff Asst,12,FINANCE,6051,Constance,Zaio,2013-01-29T00:00:00
286,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Rula,McCarthy,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
285,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Edgar,Ignacio,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
90,2012-01-01T00:00:00,2012-06-30T00:00:00,breakfast,Howard,Brookins,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00
1096,2012-10-01T00:00:00,2012-12-31T00:00:00,0,None,None,None,0,AVIATION,6090,Stacey,Ferris Kodak,2013-01-22T00:00:00
301,2012-01-01T00:00:00,2012-06-30T00:00:00,Charitable Dinner - Mt. Sinai,Jason,Ervin,Alderman,50,CITY COUNCIL / ALDERMEN,5613,Albert,Grace,2012-09-18T00:00:00
42,2012-01-01T00:00:00,2012-06-30T00:00:00,meal,Joe,Moore,Alderman,11.9,CITY COUNCIL / ALDERMEN,5757,Richard,Erickson,2012-08-09T00:00:00
65,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Will,Burns,Alderman,30.75,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00
64,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00
264,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Tom,Byrne,Commissioner,35,STREETS & SANITATION,5980,Michael,Mini,2012-08-29T00:00:00
257,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Matt,Hynes,director,35,MAYORS OFFICE,5980,Michael,Mini,2012-08-29T00:00:00
212,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,George,Cardenas,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
210,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,John,Pope,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
206,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Roderick,Sawyer,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
201,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Proco Joe,Moreno,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
232,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Richard,Mell,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
1241,2013-01-01T00:00:00,2013-03-31T00:00:00,NONE,Morgan,Bassey,President/CEO,0,FINANCE,7901,Morgan,Bassey,2013-04-11T00:00:00
324,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Amer,Ahmad,Comptroller,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00
322,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Lois,Scott,CFO,10,FINANCE,9205,Thomas,Coverick,2012-09-27T00:00:00
334,2012-01-01T00:00:00,2012-06-30T00:00:00,Breakfast,Patrick,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2012-09-27T00:00:00
1063,2012-10-01T00:00:00,2012-12-31T00:00:00,Lunch,Ariel,Reboyras,Alderman,29.42,CITY COUNCIL / ALDERMEN,9307,Daniel,Lynch,2013-01-18T00:00:00
1092,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Sandra,Widerborg,Director Corporate Real Estate,0,O'HARE MODERNIZATION PROJECT,9345,Sandra,Widerborg,2013-01-21T00:00:00
1901,2013-07-01T00:00:00,2013-09-30T00:00:00,0,Matt,Stewart,Supervisor,0,FLEET & FACILITY MANAGEMENT,10874,Gary,Engle,2013-10-23T00:00:00
1981,2013-10-01T00:00:00,2013-12-31T00:00:00,none,Deborah,Hill,Attorney,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-12-31T00:00:00
2081,2012-10-01T00:00:00,2012-12-31T00:00:00,0,none,none,none,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2014-01-11T00:00:00
1537,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Thompson,Joann,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1534,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Quinn,Marty,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1522,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Moreno,Proco,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1568,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Pawar,Ameya,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1554,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Mell,Richard,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1266,2013-01-01T00:00:00,2013-03-31T00:00:00,Lunch,Michael,Zalewski,Alderman,28.73,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2013-04-12T00:00:00
1922,2013-07-01T00:00:00,2013-09-30T00:00:00,Cookies,ray,suarez,Alerman,6,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2013-10-24T00:00:00
1744,2013-04-01T00:00:00,2013-06-30T00:00:00,group lunch,Scott,Yanover,N/A,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00
2322,2013-10-01T00:00:00,2013-12-31T00:00:00,meal,Diane,Turner,administrator,46,COMMITTEES OF THE CITY COUNCIL,11568,Kimberly,McCullough,2014-02-04T00:00:00
1823,2013-07-01T00:00:00,2013-09-30T00:00:00,None,None,None,None,0,AVIATION,11711,Eric,Locke,2013-10-03T00:00:00
1643,2013-01-01T00:00:00,2013-03-31T00:00:00,Breakfast,Ira,SIlverstein,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00
2324,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Jeremy,Fine,Asst. Compt,35,FINANCE,14366,Stephen,Friedman,2014-02-04T00:00:00
2362,2014-01-01T00:00:00,2014-03-31T00:00:00,0.00,Edward,Ebertsch,Fleet Management,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-03-31T00:00:00
2641,2014-04-01T00:00:00,2014-06-30T00:00:00,none,Edward,Ebertsch,Fleet Service,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-07-16T00:00:00
3084,2014-10-01T00:00:00,2014-12-31T00:00:00,0.00,Edward,Ebertsch,Senior Automotive Equipment Analyst,0,FLEET & FACILITY MANAGEMENT,16520,Jody,Joy,2015-01-07T00:00:00
3061,2014-10-01T00:00:00,2014-12-31T00:00:00,Christmas Strawberries,Anikia,Tillery,Computer Operator,39.98,TRANSPORTATION,16416,Justin,Albert,2014-12-22T00:00:00
2821,2014-07-01T00:00:00,2014-09-30T00:00:00,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-10-06T00:00:00
2262,2013-04-01T00:00:00,2013-06-30T00:00:00,0,n/a,n/a,n/a,0,AVIATION,17328,Steven,Ginsberg,2014-01-22T00:00:00
2265,2013-01-01T00:00:00,2013-03-31T00:00:00,0,Steven,Ginsberg,Attorney,0,PARK DISTRICT,17328,Steven,Ginsberg,2014-01-22T00:00:00
2465,2014-01-01T00:00:00,2014-03-31T00:00:00,Meal,Rahm,Emanuel,Mayor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00
2621,2014-04-01T00:00:00,2014-06-30T00:00:00,NA,James,Gilliam,Relationship Manager,0,CITY COUNCIL / ALDERMEN,17062,James,Gilliam,2014-07-11T00:00:00
2922,2014-07-01T00:00:00,2014-09-30T00:00:00,Book & Notebook and Youth Ambassador Luncheon 7/9/14,George,Cardenas,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00
2742,2014-04-01T00:00:00,2014-06-30T00:00:00,peace sign key chain & collars,Rosemarie,Andolino,commissioner,39,AVIATION,17344,Karen,Kent,2014-07-23T00:00:00
2961,2014-07-01T00:00:00,2014-09-30T00:00:00,Dinner,Mary,O'Connor,Alderman,46,CITY COUNCIL / ALDERMEN,17601,Daniel,Lynch,2014-10-17T00:00:00
2444,2014-01-01T00:00:00,2014-03-31T00:00:00,Luncheon,Patrick,O'Connor,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00
2501,2014-01-01T00:00:00,2014-03-31T00:00:00,coffee,Sean,Rapelyea,Asst. to the Mayor,3.25,LEGISLATIVE COUNCIL & GOV'T AFFAIRS,17548,Richard,Erickson,2014-04-21T00:00:00
3116,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Tracy,Sanchez,Senior Program Manager,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3115,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Susan,Leske,Senior Investment Manager,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3129,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Dinah,Wayne,TIF Division,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3127,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Susan,Leske,Senior Investment Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3123,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Lawrence,Grisham,Deputy Comissioner,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00
3249,2015-01-01T00:00:00,2015-03-31T00:00:00,Toy Car,Rahm,Emanuel,Mayor,10,MAYORS OFFICE,22833,Charles,Stephens,2015-04-16T00:00:00
287,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Hugh,Russell,Dr.,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
903,2012-10-01T00:00:00,2012-12-31T00:00:00,Frango Chocolates,Michelle,Boone,Commissioner,21,CULTURAL AFFAIRS & SPECIAL EVENTS,6120,Ralph,Hughes,2013-01-14T00:00:00
342,2012-07-01T00:00:00,2012-09-30T00:00:00,n/a,n/a,None,n/a,0,AVIATION,5739,Steven,Cowell,2012-10-01T00:00:00
24,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Amer,Ahmad,Comptroller,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00
442,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Mike,Fehlman,Mr.,40,CITY TREASURER,5613,Albert,Grace,2012-10-12T00:00:00
63,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Marge,Laurino,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00
941,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Claire,Leary,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,5872,Lawrence,Pusateri,2013-01-14T00:00:00
252,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Michael,Merchant,commissioner,35,BUILDINGS,5980,Michael,Mini,2012-08-29T00:00:00
249,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Joe,Moore,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
247,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Harry,Oserman,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
227,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Jason,Ervin,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
225,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Roberto,Maldonado,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
1100,2012-10-01T00:00:00,2012-12-31T00:00:00,dinner,Stephanie,Neely,Treasurer,20,CITY TREASURER,8750,John,Dunn,2013-01-23T00:00:00
1084,2012-10-01T00:00:00,2012-12-31T00:00:00,0,Kate,Gebo,VP Corporate Real Estate,0,HOUSING AND ECONOMIC DEVELOPMENT,9347,Kate,Gebo,2013-01-21T00:00:00
333,2012-01-01T00:00:00,2012-06-30T00:00:00,water bottle at conference,Lois,Scott,CFO,4,FINANCE,9292,William,Thompson,2012-09-27T00:00:00
484,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Amer,Ahmad,Comptroller,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00
482,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Jacob,Stern,Exec. Asst,10,FINANCE,9588,Thomas,Coverick,2012-10-15T00:00:00
447,2012-07-01T00:00:00,2012-09-30T00:00:00,Attendee at Loop Capital Markets 15th Anniversary Open House,Mark,Myslinski,Mr.,40,CITY TREASURER,9562,James,Reynolds,2012-10-12T00:00:00
1030,2012-10-01T00:00:00,2012-12-31T00:00:00,lunch,Roderick,Sawyer,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00
1027,2012-10-01T00:00:00,2012-12-31T00:00:00,lunch,Nicholas,Sposato,alderman,25,CITY COUNCIL / ALDERMEN,10101,Stacy,Davis Gates,2013-01-16T00:00:00
1543,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Munoz,Ricardo,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1536,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Foulkes,Toni,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1532,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Balcer,James,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1528,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Holmes,Natashia,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1570,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Moore,Joe,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1564,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Smith,Michelle,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1561,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,O'Connor,Patrick,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1558,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Mitts,Emma,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1556,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Colon,Rey,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
1555,2013-04-01T00:00:00,2013-06-30T00:00:00,Breakfast Annual Meeting,Austin,Carrie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00
2182,2013-10-01T00:00:00,2013-12-31T00:00:00,candy,carl,erickson,administration,15,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2014-01-17T00:00:00
1742,2013-04-01T00:00:00,2013-06-30T00:00:00,group lunch,Alfred,Daniels,Administrator,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00
1382,2013-01-01T00:00:00,2013-03-31T00:00:00,none,none,none,none,0,AVIATION,11711,Eric,Locke,2013-04-29T00:00:00
1221,2013-01-01T00:00:00,2013-03-31T00:00:00,none,Stephen,Halvorsen,Vice President,0,FINANCE,11762,Stephen,Halvorsen,2013-04-06T00:00:00
2201,2013-10-01T00:00:00,2013-12-31T00:00:00,Baseball Cap,Rahm,Emanuel,Mayor,7.95,MAYORS OFFICE,12361,Patricia,Holden,2014-01-18T00:00:00
1164,2012-10-01T00:00:00,2012-12-31T00:00:00,cookie,Edward,Wong,Dep. Corp Counsel,35,LAW DEPARTMENT,11806,Stephen,Friedman,2013-02-11T00:00:00
2325,2013-10-01T00:00:00,2013-12-31T00:00:00,cookies,Tracy,Sanchez,Asst Treasurer,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00
2165,2013-10-01T00:00:00,2013-12-31T00:00:00,Food Package,Michelle,Nolan,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15686,Virginia,Pace,2014-01-16T00:00:00
2901,2014-07-01T00:00:00,2014-09-30T00:00:00,Baseball Hat,Rahm,Emanuel,Mayor,25,MAYORS OFFICE,16301,Patricia,Holden,2014-10-14T00:00:00
3136,2014-10-01T00:00:00,2014-12-31T00:00:00,Baseball Hat,Rahm,Emanuel,Mayor,20,MAYORS OFFICE,16301,Patricia,Holden,2015-01-16T00:00:00
2269,2012-10-01T00:00:00,2012-12-31T00:00:00,0,none,none,none,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00
2927,2014-07-01T00:00:00,2014-09-30T00:00:00,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Latasha,Thomas,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00
2541,2014-01-01T00:00:00,2014-03-31T00:00:00,None,None,None,None,0,BUILDINGS,17181,John,Suzuki,2014-04-24T00:00:00
3021,2014-04-01T00:00:00,2014-06-30T00:00:00,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,21562,COURTNEY,NOTTAGE,2014-10-27T00:00:00
2762,2014-04-01T00:00:00,2014-06-30T00:00:00,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,20246,COURTNEY,NOTTAGE,2014-07-24T00:00:00
3120,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Dinah,Wayne,TIF Division,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3113,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Jolene,Saul,Director PRA Program,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00
3102,2014-10-01T00:00:00,2014-12-31T00:00:00,Fruit Box,Walter,Burnett,Alderman,19.96,CITY COUNCIL / ALDERMEN,22480,Virginia,Pace,2015-01-12T00:00:00
3241,2015-01-01T00:00:00,2015-03-31T00:00:00,Breakfast,Willie,Cochran,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
3244,2015-01-01T00:00:00,2015-03-31T00:00:00,Lunch,Michelle,Smith,Alderman,23,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00
284,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Cheryl,Tomaszenski,employee,12,FIRE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
283,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Marie,Ewing,employee,12,POLICE DEPARTMENT,6077,Amy,Garman,2012-09-11T00:00:00
87,2012-01-01T00:00:00,2012-06-30T00:00:00,Breakfast,Patrick,O'Connor,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00
86,2012-01-01T00:00:00,2012-06-30T00:00:00,breakfast,Timothy,Cullerton,Alderman,24,CITY COUNCIL / ALDERMEN,6082,Daniel,Lynch,2012-08-14T00:00:00
902,2012-10-01T00:00:00,2012-12-31T00:00:00,Frango Chocolates,Andrew,Mooney,Commissioner,21,HOUSING AND ECONOMIC DEVELOPMENT,6120,Ralph,Hughes,2013-01-14T00:00:00
21,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Lois,Scott,CFO,10,FINANCE,5599,Thomas,Coverick,2012-08-06T00:00:00
461,2012-07-01T00:00:00,2012-09-30T00:00:00,none,David,Wiegers,District Manager,0,WATER MANAGEMENT,6881,David,Wiegers,2012-10-14T00:00:00
935,2012-10-01T00:00:00,2012-12-31T00:00:00,Gift Basket,Susan,Leske,Ms.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,6982,Virginia,Pace,2013-01-14T00:00:00
62,2012-01-01T00:00:00,2012-06-30T00:00:00,lunch,Pat,Dowell,Alderman,41,CITY COUNCIL / ALDERMEN,5778,Margaret,Houlihan,2012-08-13T00:00:00
245,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,James,Cappleman,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
229,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Ariel,Reboyras,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
224,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Daniel,Solis,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
222,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Michael,Zalewski,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
265,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,Bechara,Choucair,commissioner,35,HEALTH DEPARTMENT,5980,Michael,Mini,2012-08-29T00:00:00
211,2012-01-01T00:00:00,2012-06-30T00:00:00,Invitation for breakfast at Chamber Annual Meeting,James,Balcer,alderman,35,CITY COUNCIL / ALDERMEN,5980,Michael,Mini,2012-08-29T00:00:00
1127,2012-10-01T00:00:00,2012-12-31T00:00:00,cookie,Edward,Wong,Dep. Corp Counsel,35,LAW DEPARTMENT,8124,Stephen,Friedman,2013-01-30T00:00:00
1125,2012-10-01T00:00:00,2012-12-31T00:00:00,cookies,Jeremy,Fine,Asst Compt,35,FINANCE,8124,Stephen,Friedman,2013-01-30T00:00:00
